id;domaine;chapitre;sous_chapitre;titre;exigence;lois;documents
270;safety;1;20;Comité H&S;Si l'installation emploie plus de neuf travailleurs ayant un contrat de durée indéterminé, il crée des commissions bipartites pour l'hygiène et la sécurité.;"Loi 88-07 du 26 janvier 1988 sur l''hygiène, la sécurité et les soins de santé au travail; Art. 23
Décert exécutif 05-09 du 08 janvier 2005 sur les commissions conjointes pour l''hygiène et la sécurité; Art. 2";nan
271;safety;1;21;Comité H&S;Le service d'hygiène et de sécurité maintient un registre à jour des accidents professionnels.;"Décert exécutif 05-11 du 08 janvier 2005 sur les conditions de création, de fonctionnement, d''organisation du service et de la sécurité d''hygiène; Art. 13";* Registre des accidents professionnels
272;safety;1;22;Comité H&S;Si, dans le même lieu de travail, plus d'une entreprise appartenant au même secteur d'activités est regroupé pour mener une activité pendant une période déterminée et employant des travailleurs ayant des contrats à période fixe, l'installation a créé un comité inter-entreprises pour l'hygiène et la sécurité.;"Décriture exécutive 05-10 du 08 janvier 2005 sur l''organisation et le fonctionnement du Comité inter-entreprises pour l''hygiène et la sécurité; Art. 2";nan
273;safety;1;23;Comité H&S;Le Comité inter-entreprises pour l'hygiène et la sécurité est créé dans les 15 jours suivant le début des opérations.;"Décriture exécutive 05-10 du 08 janvier 2005 sur l''organisation et le fonctionnement du Comité inter-entreprises pour l''hygiène et la sécurité; Art. 6";nan
274;safety;1;24;Comité H&S;Le service d'hygiène et de sécurité prépare un rapport annuel répertoriant et évaluant les activités d'hygiène et de sécurité dans l'installation et de présenter des propositions pour améliorer l'organisation et le fonctionnement de ces activités.;"Décert exécutif 05-11 du 08 janvier 2005 sur les conditions de création, de fonctionnement, d''organisation du service et de la sécurité d''hygiène; Art. 18";* Rapport annuel audit les activités d'hygiène et de sécurité dans l'installation et de présenter des propositions pour améliorer l'organisation et le fonctionnement de ces activités
275;safety;1;25;Comité H&S;Le Comité inter-entreprises pour l'hygiène et la sécurité se réunit une fois par trimestre.;"Décriture exécutive 05-10 du 08 janvier 2005 sur l''organisation et le fonctionnement du Comité inter-entreprises pour l''hygiène et la sécurité; Art. 8";* Dossiers des réunions du Comité inter-entreprises pour l'hygiène et la sécurité
276;safety;1;26;Comité H&S;Une zone sur le lieu de travail est accessible au comité inter-entreprises pour l'hygiène et la sécurité.;"Décriture exécutive 05-10 du 08 janvier 2005 sur l''organisation et le fonctionnement du Comité inter-entreprises pour l''hygiène et la sécurité; Art. 19";nan
277;safety;1;27;Comité H&S;Le comité inter-entreprises pour l'hygiène et la sécurité crée une structure pour la mise en œuvre et le suivi.;"Décriture exécutive 05-10 du 08 janvier 2005 sur l''organisation et le fonctionnement du Comité inter-entreprises pour l''hygiène et la sécurité; Art. 15";nan
278;safety;1;28;Comité H&S;L'installation garantit que le rapport des réunions de la Commission d'une entreprise ou d'une unité ainsi que tous les rapports établis par la Commission sont placés dans le registre de l'hygiène, de la sécurité et de la santé au travail.;"Décert exécutif 05-09 du 08 janvier 2005 sur les commissions conjointes pour l''hygiène et la sécurité; Art. 20";"* Rapport annuel sur l''état des risques professionnels.
* Rapports fait par la Commission bipartite pour l''hygiène et la sécurité.
* Rapports des réunions de la Commission bipartite pour l''hygiène et la sécurité."
279;safety;1;29;Comité H&S;Le rapport annuel sur l'audit de l'hygiène et des activités de sécurité dans l'établissement a été soumis à la Commission bipartite pour la santé et la sécurité et transmis par l'employeur à la direction de la santé et de la population ainsi que de l'inspection du travail.;"Décert exécutif 05-11 du 08 janvier 2005 sur les conditions de création, de fonctionnement, d''organisation du service et de la sécurité d''hygiène; Art. 18";* Rapport annuel audit les activités d'hygiène et de sécurité dans l'installation et de présenter des propositions pour améliorer l'organisation et le fonctionnement de ces activités
280;safety;1;30;Comité H&S;L'installation garantit que les membres de la Commission bipartite se réunissent au moins une fois par trimestre pour une entreprise et une fois par mois pour une unité.;"Décert exécutif 05-09 du 08 janvier 2005 sur les commissions conjointes pour l''hygiène et la sécurité; Art. 17";"* Record des réunions des membres de la Commission bipartite pour une entreprise
* Record des réunions des membres de la Commission bipartite pour une unité"
281;safety;2;1;L'évaluation des risques;Si l'installation est un établissement classifié mettant en œuvre des activités soumises à une étude sur les dangers (Étude de dangers), elle a effectué une évaluation des risques requise dans l'étude des dangers.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l''environnement; Art. 14
Ordonnance interministérielle du 14 septembre 2014 établissant les procédures d''examen et d''approbation des études d''évaluation des risques; Art. 2; Art. 9";*L'évaluation des risques
282;safety;2;2;Déclaration;Si l'installation est un établissement classifié en fonction de la nomenclature d'installation classifiée, et si elle a subi des dommages-intérêts en raison d'un incendie, d'une explosion ou d'un accident, il a transmis un rapport au président du comité d'inspection d'installation classifié.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l''environnement; Art. 37";* Rapport sur les dommages dus à un incendie, à une explosion ou à tout accident dans un établissement classifié
283;safety;2;3;Déclaration;L'employeur effectuant des travaux répertoriés dans l'annexe à l'ordre interministériel du 09 juin 1997 les déclare aux autorités compétentes.;"Décret interministériel du 09 juin 1997 répertoriant les travaux où les employés sont très exposés aux risques professionnels; Art. 3";* Déclaration de travaux exposant les travailleurs aux risques professionnels (travaux répertoriés dans l'annexe à l'ordre interministériel du 09 juin 1997)
284;safety;3;1;Entraînement;L'employeur a effectué des séances de formation et d'information pour les travailleurs sur les risques associés aux opérations et aux actions à entreprendre en cas d'accidents.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d''organisation de l''enseignement, de l''information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 3";* Dossiers de formation des employés
285;safety;3;2;Entraînement;L'établissement garantit une formation appropriée aux travailleurs.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d''organisation de l''enseignement, de l''information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 19";* Dossiers de formation des employés
286;safety;3;3;Entraînement;Selon les risques qui doivent être évités, l'employeur organise une session pour que les travailleurs expliquent les mesures de sécurité prescrites.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d''organisation de l''enseignement, de l''information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 9";nan
287;safety;3;4;Entraînement;L'établissement garantit que la formation est dispensée aux travailleurs par des organismes compétents et des établissements spécialisés dans la prévention des risques professionnels.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d''organisation de l''enseignement, de l''information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 11";* Dossiers de formation des employés
288;safety;3;5;Entraînement;L'installation garantit que la formation à la sécurité est divisée en deux parties, la première concernant la théorie et la seconde à pratiquer.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d''organisation de l''enseignement, de l''information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 13";"* Records de formation théorique sur la sécurité professionnelle
* Records de formation pratique sur la sécurité au travail"
289;safety;3;6;Entraînement;Si un besoin de formation sur un danger spécifique émerge, l'établissement garantit que les cours et les séances de formation sont données par un établissement approprié ayant des chambres et des moyens appropriés pour effectuer la formation spécifique.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d''organisation de l''enseignement, de l''information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 15";nan
290;safety;3;7;Entraînement;L'employeur donne des instructions sur les actions à prendre en cas d'incidents techniques ou d'accidents professionnels.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d''organisation de l''enseignement, de l''information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 8";* Dossiers de formation des employés
291;safety;3;8;Entraînement;L'installation garantit que les membres de la Commission bipartite relative à l'hygiène et à la sécurité reçoivent une formation appropriée pendant leur mandat.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d''organisation de l''enseignement, de l''information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 21";* Dossiers de formation des employés
292;safety;3;9;Entraînement;L'installation garantit un membre des commissions bipartites pour l'hygiène et la sécurité, ainsi que la personne nommée pour l'hygiène et la sécurité, reçoivent une formation appropriée.;"Loi 88-07 du 26 janvier 1988 sur l''hygiène, la sécurité et les soins de santé au travail; Art. 23";* Dossiers de formation des employés
297;safety;4;5;Travailleurs enceintes et allaités;L'établissement garantit que les travailleurs enceintes ou l'allaitement ne sont pas affectés à des postes de travail où ils seront exposés à des substances, produits ou préparations dangereux.;"Décret exécutif 05-08 du 08 janvier 2005 sur des prescriptions particulières applicables aux substances, matériaux et produits dangereux en milieu de travail; Art. 12";nan
298;safety;4;6;Employés de nuit;L'employeur n'attribue pas de travailleuses au travail de nuit.;"Loi 90-11 du 21 avril 1990 sur les relations de travail; Art. 29";nan
299;safety;5;1;Entrepreneurs sur place;Si l'établissement contracte différentes entreprises pour effectuer des travaux de construction ou hydrauliques, il les a informés sur les noms et les adresses des sociétés contractées.;"Ordonnance du 26 juillet 2008 sur l''hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 10";* Document sur les noms et adresses des sociétés contractées
300;safety;5;2;Entrepreneurs sur place;Si une entreprise s'est contractée pour effectuer des travaux de construction ou hydrauliques, sous-traitant d'autres sociétés pour effectuer tout ou partie des tâches, elle garantit que les entreprises sous-traitées ont établi leurs propres plans d'hygiène et de sécurité.;"Ordonnance du 26 juillet 2008 sur l''hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 12 et art. 14";* Copie du plan de sécurité et d'hygiène pour les projets de construction / hydrauliques
301;safety;5;3;Entrepreneurs sur place;Si une entreprise s'est contractée pour effectuer des travaux de construction ou hydrauliques, sous-traite d'autres sociétés pour effectuer tout ou partie des tâches, il fournit à tous les acteurs une copie du plan de sécurité et d'hygiène qu'elle a établie.;"Ordonnance du 26 juillet 2008 sur l''hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 11";* Copie du plan de sécurité et d'hygiène pour les projets de construction / hydrauliques
302;safety;5;4;Entrepreneurs sur place;Si une entreprise s'est contractée pour effectuer des travaux de construction ou hydrauliques, sous-traitant d'autres sociétés pour effectuer tout ou partie des tâches, il les a informés sur les noms et les adresses d'autres sociétés sous-traitées.;"Ordonnance du 26 juillet 2008 sur l''hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 13";* Document sur les noms et adresses des sociétés contractées
303;safety;5;5;Entrepreneurs sur place;L'entreprise a contracté pour effectuer des travaux de construction / hydrauliques maintient sur place une copie du plan d'hygiène et de sécurité et la met à jour périodiquement.;"Ordonnance du 26 juillet 2008 sur l''hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 16 et art. 17";* Copie du plan de sécurité et d'hygiène pour les projets de construction / hydrauliques
304;safety;5;6;Activités de construction;Si l'installation entreprend des activités de construction / hydrauliques, elle les déclare au Fonds national pour la sécurité sociale, 10 jours avant le début de ces travaux.;"Ordonnance du 26 juillet 2008 sur la déclaration d''ouverture des sites de travail de construction, publics et hydrauliques; Art. 2 et art. 3";* Copie du début d'une déclaration de chantier de construction
305;safety;5;7;Activités de construction;Si l'installation contracte une entreprise pour effectuer des travaux de construction ou hydrauliques, il a reçu un plan de sécurité et d'hygiène avant le début des travaux.;"Ordonnance du 26 juillet 2008 sur l''hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 2 et art. 3 et art. 4 et art. 5";* Copie du plan de sécurité et d'hygiène pour les projets de construction / hydrauliques
306;safety;5;8;Activités de construction;Si l'installation lance une invitation aux appels d'offres à effectuer des travaux de construction ou hydrauliques, il indique clairement que ces travaux sont soumis à la mise en place d'un plan de sécurité et d'hygiène avant que tout travail puisse commencer.;"Ordonnance du 26 juillet 2008 sur l''hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 6";* Invitation aux offres
307;safety;5;9;Activités de construction;Si l'installation a l'intention de réaliser des travaux de construction ou hydrauliques, il fournit à la société de construction sous contrat un document indiquant des mesures organisationnelles générales concernant les travaux prévus.;"Ordonnance du 26 juillet 2008 sur l''hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 9";* Document indiquant des mesures organisationnelles générales concernant les travaux de construction / hydrauliques prévus.
308;sst;1;1;Surveillance médicale;Les travailleurs exposés à des risques professionnels élevés ont au moins un examen médical chaque semestre.;"Décret interministériel du 09 juin 1997 répertoriant les travaux où les employés sont très exposés aux risques professionnels; Art. 2";* Dossiers des contrôles médicaux biannaux des travailleurs exposés à des risques professionnels élevés
309;sst;1;2;Surveillance médicale;L'établissement a créé un service autonome pour la santé au travail.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 3";nan
310;sst;1;3;Surveillance médicale;Si l'établissement n'est pas obligé de créer un service autonome pour la santé au travail, il a créé ou rejoint un service de santé au travail inter-entreprises ou signé un accord ou un contrat distinct avec le secteur de la santé.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 4";* Accord ou contrat avec le secteur de la santé pour des installations qui ne sont pas obligées de mettre en place un service autonome pour la santé au travail
311;sst;1;4;Surveillance médicale;Si l'établissement a opté pour la création d'un service pour la santé au travail, il a obtenu une autorisation préalable du ministère de la Santé.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 7";* Autorisation pour la création d'un service pour la santé au travail.
312;sst;1;5;Surveillance médicale;Les travailleurs de l'établissement subissent des examens médicaux lorsqu'ils sont embauchés.;"Loi 88-07 du 26 janvier 1988 sur l''hygiène, la sécurité et les soins de santé au travail; Art. 17";* Dossiers des examens médicaux
313;sst;1;6;Surveillance médicale;Les travailleurs subissent des examens médicaux aussi souvent que nécessaire, selon la catégorie dans laquelle ils tombent.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 15";* Dossiers des examens médicaux
314;sst;1;7;Surveillance médicale;Les travailleurs de l'établissement subissent des examens médicaux après être revenus d'une période d'absence, dans les cas énumérés à l'article 17 du décret exécutif 93-120 du 15 mai 1993 sur l'organisation de la santé au travail.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 17";* Dossiers des examens médicaux
315;sst;1;8;Surveillance médicale;Le service autonome de santé professionnelle de l'établissement est impliqué dans les travaux de toutes les entités de l'établissement pour des problèmes liés à la santé et à la sécurité.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 21";nan
316;sst;1;9;Surveillance médicale;Le médecin nommé en santé et sécurité au travail dans l'établissement a un accès sans restriction aux chambres et aux espaces consacrés aux travaux ainsi que ceux consacrés au repos et au bien-être des travailleurs;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 26";nan
317;sst;1;10;Surveillance médicale;L'établissement maintient et tient à jour un registre de l'hygiène, de la sécurité et de la santé au travail.;"Décret exécutif 05-08 du 08 janvier 2005 sur des prescriptions particulières applicables aux substances, matériaux et produits dangereux en milieu de travail; Art. 12";* Registre de l'hygiène, de la santé et de la santé au travail
318;sst;1;11;Surveillance médicale;Si l'installation organise des quarts de nuit, il assure la présence d'auxiliaires médicaux pendant ces quarts de travail.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 30";nan
319;sst;1;12;Surveillance médicale;Si les examens médicaux sont effectués dans un service médical inter-entreprises, ou dans un service qui dépend de l'établissement, le nombre minimum de personnel médical est un médecin, une infirmière et un secrétaire médical.;"Décret du 16 octobre 2001 établissant des normes relatives aux moyens humains, locaux et équipements des services de santé au travail; Art. 3";nan
320;sst;1;13;Surveillance médicale;Si l'établissement emploie plus de 2000 travailleurs, une salle d'observation médicale avec un lit est fournie.;"Décret du 16 octobre 2001 établissant des normes relatives aux moyens humains, locaux et équipements des services de santé au travail; Art. 5";nan
321;sst;1;14;Surveillance médicale;Si les examens médicaux sont effectués dans un service médical inter-entreprises ou dans un service qui dépend de l'établissement, le nombre minimum de salles médicales est une salle d'examen, une salle pour les soins de santé, une salle d'attente complémentaire, un secrétaire médical et une installation sanitaire qui est à côté d'une salle d'attente.;"Décret du 16 octobre 2001 établissant des normes relatives aux moyens humains, locaux et équipements des services de santé au travail; Art. 6";nan
322;sst;1;15;Surveillance médicale;Conformément à l'examen médical effectué au stade d'embauche d'un travailleur, le médecin crée un document d'aptitude pour les visites médicales où il déclare l'aptitude du travailleur à effectuer le travail.;"Décret interministériel du 16 octobre 2001 sur le contenu, l''établissement et l''entretien des documents par le médecin sur le lieu de travail; Art. 6";* Document d'aptitude pour les visites médicales.
323;sst;2;1;Dispositions des premiers soins;Il y a une boîte de premiers soins facilement accessible dans chaque zone de travail.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 31";nan
324;sst;2;2;Dispositions des premiers soins;La boîte de premiers soins est sous la responsabilité d'un travailleur des premiers soins.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 31";nan
325;sst;2;3;Dispositions des premiers soins;La boîte des premiers soins contient des instructions claires pour les mesures des premiers soins.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 31";nan
326;sst;2;4;Dispositions des premiers soins;Dans les zones de travail où des travaux dangereux sont effectués, l'un des nombreux travailleurs a reçu une formation de premiers soins.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 31";nan
327;sst;2;5;Formation des premiers secours;Si l'établissement a des travailleurs avec une exposition élevée, moyenne ou faible aux risques professionnels, il nomme les infirmières en fonction du nombre d'employés et du niveau d'exposition aux risques professionnels tels que définis dans l'ordre du 16 octobre 2001 sur la mise en œuvre de l'article 30 du décret exécutif 93-120 du 15 mai 1993 sur l'organisation des soins de santé professionnelle.;"Ordonnance du 16 octobre 2001 sur la mise en œuvre de l''article 30 du décret exécutif 93-120 du 15 mai 1993 sur l''Organisation des soins de santé au travail; Art. 2";nan
328;sst;2;6;Formation des premiers secours;Les employeurs s'assurent que les travailleurs fournissant des mesures de premiers soins sont dispensés d'une formation appropriée.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d''organisation de l''enseignement, de l''information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 19";* Dossiers de formation des employés
329;sst;2;7;Formation des premiers secours;L'employeur assure une formation régulière des infirmières nommées dans l'établissement.;"Ordonnance du 16 octobre 2001 sur la mise en œuvre de l''article 30 du décret exécutif 93-120 du 15 mai 1993 sur l''Organisation des soins de santé au travail; Art. 6";nan
330;sst;3;1;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Le médecin nommé en santé et sécurité au travail par l'établissement est informé de la nature et de la composition des produits utilisés dans l'établissement, des méthodes d'utilisation et des postes de travail où ils sont traités.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 24";nan
331;sst;3;2;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Le médecin nommé en santé et sécurité au travail par l'établissement est informé des nouveaux processus adoptés.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 24";nan
332;sst;3;3;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Le médecin nommé en santé et sécurité au travail par l'établissement est informé des résultats de toutes les analyses et mesures entrepris dans l'établissement.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 24";nan
333;sst;3;4;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;L'établissement maintient un registre sur l'hygiène, la sécurité et la santé au travail.;"Décret exécutif 96-98 du 06 mars 1996 Déterminer la liste et le contenu des livres et des registres spéciaux à entretenir par l''employeur; Art. 2";* Registre de l'hygiène, de la santé et de la santé au travail
334;sst;3;5;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Le médecin nommé en santé et sécurité au travail par l'établissement a établi et maintient les documents médicaux énumérés à l'article 29 du décret exécutif 93-120 du 15 mai 1993 sur l'Organisation de la santé au travail.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 29";"* Document d''aptitude pour les visites médicales.
* Inscrivez-vous à l''activité quotidienne
* Inscrivez-vous à l''entrée, des examens médicaux périodiques et spontanés.
* Inscrivez-vous aux maladies professionnelles.
* Inscrivez-vous aux visites de salles de travail.
* Registre des vaccinations professionnelles.
* Inscrivez-vous spécifique aux postes de travail avec une forte exposition aux risques professionnels."
335;sst;3;6;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Le médecin nommé en santé et sécurité au travail par l'établissement a établi un rapport détaillant l'organisation et le fonctionnement des activités médicales entreprises dans l'établissement.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 37";* Signaler l'organisation de détail et le fonctionnement des activités médicales entreprises dans l'établissement.
336;sst;3;7;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Le dossier médical individuel du travailleur conformément aux examens médicaux effectués au stade d'embauche d'un travailleur est maintenu et communiqué uniquement au médecin-inspecteur de cette région.;"Décret interministériel du 16 octobre 2001 sur le contenu, l''établissement et l''entretien des documents par le médecin sur le lieu de travail; Art. 3";* Fichiers médicaux individuels des travailleurs
337;sst;3;8;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Le médecin nommé en santé et sécurité au travail par l'établissement déclare toute maladie contagieuse et toutes les autres maladies qui peuvent avoir des origines professionnelles au service de santé compétent.;"Décret exécutif 93-120 du 15 mai 1993 sur l''organisation de la médecine professionnelle; Art. 28";* Déclaration de maladies contagieuses et de toutes les autres maladies qui peuvent avoir des origines professionnelles.
338;sst;3;9;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;L'employeur déclare des accidents professionnels impliquant un travailleur au service de sécurité sociale.;"Loi 83-13 du 2 juillet 1983 sur les maladies et accidents professionnels; Art. 13";* Déclaration d'accidents professionnels
339;sst;3;10;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;L'installation maintient un registre des accidents professionnels.;"Décret exécutif 96-98 du 06 mars 1996 Déterminer la liste et le contenu des livres et des registres spéciaux à entretenir par l''employeur; Art. 2";* Registre des accidents professionnels
340;sst;3;11;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Si l'installation utilise des processus susceptibles d'inciter les maladies professionnelles, elle les déclare aux services de sécurité sociale, à l'inspecteur du travail et au directeur de la santé au gouverneur (Wilaya) ainsi qu'aux autorités en charge de l'hygiène et de la sécurité.;"Loi 83-13 du 2 juillet 1983 sur les maladies et accidents professionnels; Art. 69";* Déclaration de maladies contagieuses et de toutes les autres maladies qui peuvent avoir des origines professionnelles.
341;sst;4;1;Exigences générales sur le lieu de travail;La construction et les espaces consacrés au travail et à leur environnement, y compris les installations à la disposition des travailleurs, sont maintenus en bon état de propreté et d'hygiène nécessaire à la santé des travailleurs.;"Loi 88-07 du 26 janvier 1988 sur l''hygiène, la sécurité et les soins de santé au travail; Art. 4";nan
342;sst;4;2;Exigences générales sur le lieu de travail;L'installation nettoie périodiquement ses sols et le fait sans génération de poussière.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 3";nan
343;sst;4;3;Exigences générales sur le lieu de travail;L'installation évite la randonnée dans les bâtiments et les postes de travail, y compris les annexes.;"Loi 88-07 du 26 janvier 1988 sur l''hygiène, la sécurité et les soins de santé au travail; Art. 5";nan
344;sst;4;4;Exigences générales sur le lieu de travail;L'installation garantit que les voies des piétons sont marquées de signaux.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 27";nan
345;sst;4;5;Exigences générales sur le lieu de travail;Les bâtiments et les espaces de travail, y compris les annexes, sont dans un état qui ne menace pas la sécurité des travailleurs lors du fonctionnement des moteurs ou des machines, ni le transport et la manipulation.;"Loi 88-07 du 26 janvier 1988 sur l''hygiène, la sécurité et les soins de santé au travail; Art. 5";nan
346;sst;4;6;Exigences générales sur le lieu de travail;Les bâtiments et les postes de travail des installations, y compris les annexes, sont sûrs pour les travailleurs.;"Loi 88-07 du 26 janvier 1988 sur l''hygiène, la sécurité et les soins de santé au travail; Art. 5";nan
347;sst;4;7;Exigences générales sur le lieu de travail;Si l'activité normale implique le trafic de camions ou d'autres véhicules à des fins de transport et de manipulation, l'installation établit des chemins consacrés à leur circulation.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 30";nan
348;sst;4;8;Exigences générales sur le lieu de travail;Les chemins utilisés pour la circulation des camions, des chariots et des véhicules sont marqués de signaux pour atteindre un trafic sûr.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 27";nan
349;sst;4;9;Exigences générales sur le lieu de travail;L'installation prend des mesures de désinfection adéquates pour protéger contre les maladies contagieuses.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 5";nan
350;sst;4;10;Exigences générales sur le lieu de travail;Les bâtiments et les espaces consacrés au travail, y compris les annexes, sont protégés contre les fumées, les gaz toxiques, le bruit et toutes les autres perturbations.;"Loi 88-07 du 26 janvier 1988 sur l''hygiène, la sécurité et les soins de santé au travail; Art. 5";nan
372;sst;4;32;Eau potable;Les travailleurs reçoivent de l'eau potable.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 24";nan
351;sst;4;11;Exigences générales sur le lieu de travail;L'installation garantit que les tissus, les chiffons et les papiers trempés dans des liquides inflammables sont stockés après une utilisation dans des conteneurs métalliques qui sont scellés, résistants à la fuite et tenus à l'écart de toute source de chaleur.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 52";nan
352;sst;4;12;Exigences générales sur le lieu de travail;Le plancher des chemins de circulation et les postes de travail sont bien nivelés.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 28";nan
353;sst;4;13;Exigences générales sur le lieu de travail;Les chemins de circulation utilisés par les travailleurs et les employés sont maintenus sans obstruction.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 29";nan
354;sst;4;14;Exigences générales sur le lieu de travail;L'installation garantit que les bâtiments et les postes de travail, y compris les annexes, sont sans danger pour les travailleurs qui manipulent des matériaux, les matières dangereuses ou tout autre objet.;"Loi 88-07 du 26 janvier 1988 sur l''hygiène, la sécurité et les soins de santé au travail; Art. 5";nan
355;sst;4;15;Ventilation;La ventilation des lieux de travail est assurée soit mécaniquement, naturellement de manière permanente, soit par un mélange des deux systèmes.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 6";nan
356;sst;4;16;Ventilation;L'employeur a installé un système de ventilation mécanique ou naturelle ou un système mixte dans tous les locaux situés sous terre.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 7";nan
